,school,sex,age,address,family_size,parent_status,mothers_education,fathers_education,mothers_job,fathers_job,reason,guardian,traveltime,studytime,failures,extra_support,family_support,extra_classes,activities,nursery,higher_education,internet,romantic,family_relation,freetime,out_with_friends,daily_alcohol_cons,weekend_alcohol_cons,health,absences,first_grade,second_grade,final_grade
417,Gabriel Pereira,Female,18,Urban,4 or more,Together,secondary,5th - 9th,at_home,other,reputation,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,good,normal,high,very low,low,bad,5,14,17,17
418,Gabriel Pereira,Male,18,Rural,4 or more,Together,5th - 9th,secondary,other,services,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,normal,very low,normal,high,very high,good,13,13,14,14
419,Gabriel Pereira,Male,19,Urban,4 or more,Together,5th - 9th,primary,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,excellent,normal,high,very low,high,good,10,7,11,11
420,Gabriel Pereira,Female,18,Urban,3 or less,Apart,5th - 9th,5th - 9th,services,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,good,very low,high,very low,normal,good,10,14,17,17
421,Gabriel Pereira,Female,20,Urban,4 or more,Together,primary,None,other,other,reputation,mother,2,1,1,yes,no,no,no,yes,yes,yes,yes,excellent,normal,very low,very low,very low,excellent,5,8,10,10
422,Gabriel Pereira,Female,18,Urban,4 or more,Together,secondary,5th - 9th,services,other,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,normal,very low,low,very low,low,very bad,4,10,13,13
423,Mousinho da Silveira,Female,16,Urban,4 or more,Together,primary,secondary,at_home,other,other,father,2,1,0,no,yes,no,no,yes,no,yes,yes,good,normal,normal,very low,normal,excellent,11,10,11,11
424,Mousinho da Silveira,Female,16,Rural,4 or more,Together,5th - 9th,5th - 9th,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,good,high,high,very low,very low,excellent,0,12,12,12
425,Mousinho da Silveira,Female,15,Rural,4 or more,Together,primary,primary,at_home,services,other,mother,1,1,1,no,yes,no,no,yes,yes,no,yes,good,very low,normal,very low,very low,bad,6,10,10,10
426,Mousinho da Silveira,Female,15,Rural,4 or more,Together,secondary,secondary,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,excellent,high,high,low,normal,excellent,4,10,10,11
427,Mousinho da Silveira,Female,16,Rural,4 or more,Together,5th - 9th,secondary,at_home,services,course,mother,2,2,0,no,no,no,no,yes,yes,no,no,good,very high,low,very low,low,excellent,0,16,17,17
428,Mousinho da Silveira,Female,15,Rural,3 or less,Together,5th - 9th,primary,at_home,other,home,mother,2,1,0,no,no,no,no,yes,no,no,no,very bad,normal,high,very low,very low,very bad,0,6,8,9
429,Mousinho da Silveira,Male,16,Rural,3 or less,Apart,higher,higher,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,excellent,normal,low,very low,normal,bad,5,10,11,11
430,Mousinho da Silveira,Male,16,Urban,4 or more,Apart,primary,5th - 9th,other,other,other,mother,1,3,0,yes,no,no,no,yes,yes,yes,no,good,high,normal,very low,very low,excellent,0,10,11,11
431,Mousinho da Silveira,Female,17,Rural,4 or more,Together,secondary,5th - 9th,at_home,other,course,father,1,2,1,no,no,no,no,yes,yes,no,yes,good,very high,high,very low,low,excellent,0,10,10,10
432,Mousinho da Silveira,Female,17,Rural,4 or more,Together,primary,primary,other,other,other,father,1,1,1,no,yes,no,no,no,no,yes,no,excellent,high,high,low,low,excellent,0,6,6,7
433,Mousinho da Silveira,Female,15,Rural,4 or more,Together,higher,higher,teacher,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,very bad,very high,very low,normal,very high,excellent,0,13,14,14
434,Mousinho da Silveira,Female,16,Urban,3 or less,Apart,5th - 9th,5th - 9th,at_home,other,reputation,mother,2,4,0,no,no,no,yes,no,no,no,yes,very bad,low,very low,very low,very low,very bad,4,10,9,11
435,Mousinho da Silveira,Female,15,Rural,3 or less,Together,primary,primary,at_home,services,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,no,excellent,high,normal,very low,low,good,0,10,10,10
436,Mousinho da Silveira,Female,15,Rural,3 or less,Together,primary,primary,other,services,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,yes,good,high,normal,very low,low,bad,4,6,7,8
437,Mousinho da Silveira,Female,16,Rural,4 or more,Together,None,5th - 9th,other,other,other,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,normal,low,normal,very low,low,bad,0,12,11,12
438,Mousinho da Silveira,Female,17,Rural,4 or more,Together,5th - 9th,secondary,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,excellent,very high,very high,very low,normal,normal,2,10,11,12
439,Mousinho da Silveira,Female,15,Rural,4 or more,Together,secondary,secondary,other,services,course,father,2,1,0,no,no,no,no,no,yes,yes,no,good,very low,normal,very low,very low,good,0,14,16,16
440,Mousinho da Silveira,Male,16,Urban,4 or more,Together,primary,primary,at_home,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,yes,excellent,high,very high,high,very high,normal,0,7,0,0
441,Mousinho da Silveira,Male,17,Urban,4 or more,Together,primary,primary,other,other,home,mother,1,2,0,no,no,yes,no,no,yes,yes,no,good,high,normal,low,high,excellent,4,8,9,9
442,Mousinho da Silveira,Male,15,Rural,3 or less,Together,higher,primary,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,excellent,normal,high,very low,low,bad,0,12,13,14
443,Mousinho da Silveira,Male,15,Rural,3 or less,Together,higher,primary,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,excellent,normal,high,very low,low,bad,7,7,9,8
444,Mousinho da Silveira,Male,16,Rural,4 or more,Together,secondary,higher,other,health,other,mother,3,2,0,no,no,no,no,no,yes,no,no,normal,high,very high,very low,low,excellent,4,9,10,11
445,Mousinho da Silveira,Male,15,Rural,4 or more,Together,primary,primary,other,other,course,mother,4,2,0,no,yes,no,yes,yes,yes,no,yes,excellent,high,very high,low,high,good,8,7,9,9
446,Mousinho da Silveira,Male,15,Urban,3 or less,Together,secondary,secondary,at_home,at_home,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,excellent,normal,normal,very low,very low,excellent,0,11,11,11
447,Mousinho da Silveira,Male,17,Rural,4 or more,Together,5th - 9th,primary,other,other,other,mother,3,1,0,no,no,no,yes,yes,no,no,yes,excellent,very high,very high,very high,very high,normal,8,8,10,9
448,Mousinho da Silveira,Female,16,Rural,4 or more,Together,higher,higher,teacher,teacher,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,good,low,low,very low,very low,good,6,16,16,17
449,Mousinho da Silveira,Female,15,Rural,4 or more,Together,primary,5th - 9th,other,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,excellent,very low,low,very low,very low,very bad,3,11,13,13
450,Mousinho da Silveira,Female,16,Rural,4 or more,Together,5th - 9th,secondary,other,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,good,very high,high,very low,low,very bad,2,15,15,15
451,Mousinho da Silveira,Male,16,Rural,4 or more,Together,primary,5th - 9th,other,other,course,father,2,2,0,no,no,no,no,yes,yes,no,no,good,normal,normal,very low,very low,excellent,0,10,11,11
452,Mousinho da Silveira,Female,16,Rural,4 or more,Together,5th - 9th,5th - 9th,other,other,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,good,high,very high,very low,very low,good,4,9,10,11
453,Mousinho da Silveira,Female,16,Urban,4 or more,Together,primary,5th - 9th,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,very bad,normal,low,very low,low,good,0,10,8,8
454,Mousinho da Silveira,Female,16,Urban,4 or more,Together,primary,5th - 9th,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,very bad,normal,low,very low,low,good,3,9,8,8
455,Mousinho da Silveira,Female,15,Urban,4 or more,Together,5th - 9th,primary,at_home,other,home,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,good,high,low,normal,normal,bad,0,9,10,9
456,Mousinho da Silveira,Female,16,Urban,4 or more,Together,primary,primary,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,no,yes,excellent,high,normal,low,very low,bad,0,13,14,15
457,Mousinho da Silveira,Male,17,Rural,3 or less,Together,primary,5th - 9th,at_home,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,excellent,very high,very high,very high,very high,normal,4,10,11,11
458,Mousinho da Silveira,Female,16,Rural,4 or more,Together,primary,primary,other,other,home,father,4,4,0,no,yes,no,no,no,yes,yes,no,good,normal,low,very low,very low,very bad,0,13,10,13
459,Mousinho da Silveira,Female,16,Rural,4 or more,Together,primary,primary,at_home,other,other,father,4,3,0,yes,yes,no,no,yes,yes,no,no,good,high,normal,very low,very low,excellent,2,10,9,10
460,Mousinho da Silveira,Female,15,Rural,4 or more,Together,primary,primary,at_home,other,home,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,good,normal,normal,very low,very low,bad,1,11,10,11
461,Mousinho da Silveira,Female,16,Rural,4 or more,Together,primary,primary,at_home,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,good,low,low,high,normal,bad,0,13,12,14
462,Mousinho da Silveira,Female,15,Rural,4 or more,Together,primary,primary,at_home,at_home,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,good,low,very low,very low,low,bad,0,13,14,14
463,Mousinho da Silveira,Female,15,Rural,3 or less,Together,5th - 9th,5th - 9th,other,other,other,father,1,3,0,yes,yes,no,no,yes,yes,no,no,good,high,normal,low,low,excellent,2,14,11,12
464,Mousinho da Silveira,Male,16,Rural,4 or more,Together,primary,primary,at_home,other,other,father,2,1,0,no,no,no,yes,yes,yes,no,no,normal,high,high,normal,high,excellent,6,11,11,11
465,Mousinho da Silveira,Female,18,Urban,4 or more,Together,primary,5th - 9th,other,other,course,father,1,2,1,no,yes,no,yes,yes,yes,yes,yes,normal,high,high,low,normal,excellent,9,9,8,8
466,Mousinho da Silveira,Male,15,Urban,4 or more,Together,secondary,primary,other,services,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,normal,low,normal,very low,normal,good,0,10,9,11
467,Mousinho da Silveira,Female,16,Rural,4 or more,Together,5th - 9th,5th - 9th,other,services,course,father,3,2,0,no,yes,no,yes,yes,yes,yes,no,excellent,normal,high,very low,very low,bad,1,14,13,14
468,Mousinho da Silveira,Male,15,Urban,4 or more,Together,5th - 9th,5th - 9th,health,other,reputation,mother,3,1,0,no,no,no,no,yes,yes,no,no,good,normal,normal,very low,low,good,1,13,12,13
469,Mousinho da Silveira,Male,16,Urban,4 or more,Together,higher,higher,other,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,no,yes,good,normal,very low,very low,very low,normal,0,13,12,13
470,Mousinho da Silveira,Female,15,Rural,4 or more,Together,secondary,secondary,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,good,very high,high,very low,very low,very bad,4,13,12,12
471,Mousinho da Silveira,Female,16,Rural,4 or more,Together,5th - 9th,5th - 9th,at_home,other,course,mother,2,2,1,no,yes,no,yes,no,yes,no,no,good,high,high,low,normal,excellent,2,12,11,12
472,Mousinho da Silveira,Female,16,Rural,3 or less,Together,5th - 9th,5th - 9th,other,other,home,father,3,1,0,no,yes,no,yes,yes,yes,no,yes,good,normal,low,very low,very low,good,0,14,14,16
473,Mousinho da Silveira,Male,16,Urban,3 or less,Together,5th - 9th,primary,at_home,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,bad,high,normal,low,normal,good,4,10,8,10
474,Mousinho da Silveira,Male,15,Rural,3 or less,Together,primary,secondary,at_home,other,reputation,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,good,low,high,normal,very high,normal,2,10,11,11
475,Mousinho da Silveira,Female,15,Urban,4 or more,Together,5th - 9th,5th - 9th,other,services,course,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,excellent,normal,low,very low,very low,good,0,12,13,14
476,Mousinho da Silveira,Female,16,Rural,3 or less,Together,5th - 9th,primary,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,excellent,high,normal,very low,very low,excellent,2,10,8,8
477,Mousinho da Silveira,Male,15,Urban,4 or more,Together,secondary,secondary,services,services,course,father,2,1,0,no,yes,no,yes,no,yes,yes,no,good,normal,normal,low,high,normal,11,12,10,11
478,Mousinho da Silveira,Female,16,Rural,4 or more,Together,primary,primary,at_home,other,course,father,2,2,3,yes,yes,no,no,yes,yes,no,no,normal,high,normal,very low,very low,very bad,0,7,7,8
479,Mousinho da Silveira,Female,17,Urban,4 or more,Together,5th - 9th,5th - 9th,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,no,no,no,good,very high,normal,very low,very low,excellent,4,9,9,10
480,Mousinho da Silveira,Female,19,Urban,4 or more,Together,5th - 9th,secondary,at_home,services,course,other,1,1,1,no,no,no,no,yes,no,yes,yes,good,high,high,very low,very low,bad,0,9,9,10
481,Mousinho da Silveira,Female,17,Rural,4 or more,Together,5th - 9th,primary,at_home,other,course,mother,3,1,0,no,yes,no,yes,yes,no,no,yes,excellent,very high,normal,very low,very low,normal,2,9,10,11
482,Mousinho da Silveira,Female,15,Rural,3 or less,Together,primary,primary,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,no,no,yes,excellent,low,very low,very low,normal,good,0,9,10,9
483,Mousinho da Silveira,Female,16,Rural,4 or more,Together,5th - 9th,5th - 9th,other,other,course,father,3,2,0,no,yes,no,no,yes,no,yes,no,normal,high,very high,very low,low,very bad,1,9,10,11
484,Mousinho da Silveira,Female,16,Urban,3 or less,Apart,5th - 9th,5th - 9th,other,other,home,mother,1,1,0,no,yes,no,no,yes,no,no,no,good,normal,high,very low,low,very bad,6,7,7,8
485,Mousinho da Silveira,Female,17,Rural,4 or more,Together,5th - 9th,5th - 9th,at_home,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,good,normal,very high,very low,low,good,0,11,10,11
486,Mousinho da Silveira,Female,16,Urban,4 or more,Together,5th - 9th,5th - 9th,other,services,course,father,1,1,1,no,yes,yes,yes,no,yes,yes,no,good,high,normal,very low,high,normal,1,9,10,10
487,Mousinho da Silveira,Female,18,Rural,3 or less,Apart,secondary,5th - 9th,other,other,course,other,2,3,2,no,yes,no,no,no,no,no,yes,normal,normal,low,very low,very low,bad,6,7,9,10
488,Mousinho da Silveira,Female,19,Urban,4 or more,Together,primary,primary,at_home,services,course,mother,1,3,1,no,no,no,yes,yes,no,no,yes,excellent,normal,very low,very low,very low,normal,6,7,9,9
489,Mousinho da Silveira,Male,18,Rural,4 or more,Together,primary,primary,other,other,home,mother,2,1,1,no,no,no,yes,yes,no,yes,no,good,high,normal,normal,high,good,0,8,9,10
490,Mousinho da Silveira,Female,18,Rural,4 or more,Together,primary,primary,at_home,at_home,course,mother,2,1,1,no,no,no,no,no,no,yes,yes,normal,low,normal,very low,very low,bad,4,9,11,10
491,Mousinho da Silveira,Female,19,Urban,4 or more,Together,primary,primary,other,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,very bad,very low,high,high,very low,very bad,12,7,8,9
492,Mousinho da Silveira,Female,16,Rural,4 or more,Apart,5th - 9th,5th - 9th,health,other,course,mother,1,2,0,no,no,no,no,no,yes,no,yes,normal,normal,low,very low,very low,normal,2,8,10,10
493,Mousinho da Silveira,Female,17,Urban,4 or more,Together,None,primary,other,at_home,course,father,2,1,0,no,no,no,yes,no,yes,no,no,bad,high,high,normal,very high,excellent,5,9,9,10
494,Mousinho da Silveira,Female,16,Rural,3 or less,Together,primary,5th - 9th,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,no,yes,no,good,high,very high,very low,normal,normal,0,8,9,9
495,Mousinho da Silveira,Female,16,Urban,4 or more,Together,secondary,secondary,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,no,yes,yes,good,very high,high,very low,very low,good,0,14,13,13
496,Mousinho da Silveira,Female,16,Rural,3 or less,Together,primary,primary,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,good,high,high,low,low,good,2,14,14,14
497,Mousinho da Silveira,Male,17,Urban,4 or more,Together,secondary,secondary,services,at_home,course,mother,2,4,1,no,yes,yes,yes,yes,yes,no,no,excellent,high,very high,normal,high,excellent,0,10,11,10
498,Mousinho da Silveira,Female,16,Urban,4 or more,Together,5th - 9th,primary,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,excellent,normal,normal,very low,very low,very bad,0,14,13,14
499,Mousinho da Silveira,Female,16,Urban,4 or more,Together,5th - 9th,5th - 9th,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,yes,good,low,very high,very low,low,excellent,0,17,16,16
500,Mousinho da Silveira,Male,17,Urban,4 or more,Together,primary,5th - 9th,other,other,course,father,1,1,1,no,yes,no,yes,yes,no,yes,yes,excellent,normal,very high,very high,very high,very bad,12,6,7,7
501,Mousinho da Silveira,Male,16,Urban,3 or less,Together,higher,secondary,other,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,good,low,very high,very low,very high,excellent,8,14,12,13
502,Mousinho da Silveira,Male,17,Rural,3 or less,Together,5th - 9th,5th - 9th,services,services,other,mother,3,4,1,no,yes,no,no,yes,yes,no,no,very bad,normal,very high,normal,very high,normal,2,10,8,9
503,Mousinho da Silveira,Female,16,Urban,4 or more,Together,primary,primary,other,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,yes,no,bad,low,very low,very low,very low,excellent,0,14,14,14
504,Mousinho da Silveira,Female,19,Urban,3 or less,Together,5th - 9th,5th - 9th,other,other,home,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,excellent,high,very high,very low,very low,very bad,0,12,13,13
505,Mousinho da Silveira,Female,17,Rural,4 or more,Together,primary,primary,at_home,other,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,good,high,very high,very low,low,excellent,0,11,11,11
506,Mousinho da Silveira,Female,20,Urban,4 or more,Together,secondary,secondary,at_home,services,other,mother,2,2,1,no,no,no,yes,yes,yes,yes,yes,normal,normal,high,low,high,normal,8,11,9,10
507,Mousinho da Silveira,Female,17,Urban,3 or less,Together,primary,primary,other,services,course,father,1,3,0,no,yes,no,no,yes,yes,no,yes,good,normal,normal,very low,very low,normal,0,11,11,10
508,Mousinho da Silveira,Male,17,Rural,4 or more,Together,5th - 9th,5th - 9th,other,other,course,mother,3,1,1,no,yes,no,no,no,yes,yes,no,good,high,very high,very low,low,excellent,0,10,9,9
509,Mousinho da Silveira,Female,16,Rural,3 or less,Together,primary,primary,at_home,other,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,excellent,normal,low,very low,very low,very bad,0,16,17,18
510,Mousinho da Silveira,Female,17,Rural,4 or more,Together,5th - 9th,5th - 9th,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,excellent,normal,low,very low,very low,very bad,0,15,17,17
511,Mousinho da Silveira,Female,17,Urban,4 or more,Apart,primary,None,other,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,good,high,very high,very low,very low,good,1,11,9,10
512,Mousinho da Silveira,Female,18,Rural,4 or more,Together,primary,primary,at_home,other,other,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,good,normal,low,very low,very low,excellent,9,7,7,7
513,Mousinho da Silveira,Female,16,Urban,4 or more,Together,secondary,primary,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,normal,very low,normal,very low,normal,very bad,0,8,6,8
514,Mousinho da Silveira,Female,16,Urban,4 or more,Together,secondary,5th - 9th,services,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,normal,very low,normal,very low,high,normal,2,7,6,7
515,Mousinho da Silveira,Female,18,Urban,3 or less,Together,primary,primary,other,at_home,reputation,mother,2,2,0,yes,no,no,no,yes,yes,no,no,bad,normal,very high,very low,high,normal,8,9,8,10
516,Mousinho da Silveira,Female,16,Rural,4 or more,Together,higher,higher,health,teacher,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,yes,good,normal,normal,low,normal,bad,0,14,16,16
517,Mousinho da Silveira,Female,16,Rural,3 or less,Together,primary,5th - 9th,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,excellent,high,very high,very low,high,bad,0,14,14,15
518,Mousinho da Silveira,Female,18,Urban,4 or more,Apart,5th - 9th,higher,other,services,reputation,father,1,2,1,no,yes,no,no,yes,yes,yes,no,bad,normal,low,very low,normal,very bad,8,8,5,8
519,Mousinho da Silveira,Male,16,Rural,4 or more,Together,5th - 9th,primary,other,services,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,excellent,low,very low,very low,very low,bad,0,8,7,0
520,Mousinho da Silveira,Female,16,Urban,3 or less,Together,primary,primary,at_home,other,other,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,good,normal,low,very low,normal,excellent,6,6,8,8
521,Mousinho da Silveira,Female,16,Rural,4 or more,Together,5th - 9th,secondary,at_home,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,normal,normal,normal,very low,very low,bad,0,8,10,10
522,Mousinho da Silveira,Female,16,Urban,4 or more,Together,higher,higher,health,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,good,normal,high,very low,low,normal,4,8,8,8
523,Mousinho da Silveira,Male,18,Urban,3 or less,Together,higher,higher,at_home,health,home,mother,1,4,0,no,yes,no,yes,yes,no,yes,yes,excellent,very high,very high,very high,very high,excellent,2,5,6,6
524,Mousinho da Silveira,Female,16,Rural,3 or less,Together,secondary,higher,at_home,other,other,mother,3,2,0,no,yes,no,no,no,yes,no,no,good,low,very low,very low,very low,bad,2,7,9,8
525,Mousinho da Silveira,Male,17,Urban,3 or less,Together,higher,higher,other,services,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,good,high,normal,very low,low,excellent,0,15,14,16
526,Mousinho da Silveira,Female,17,Rural,4 or more,Together,higher,primary,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,good,low,normal,very low,low,excellent,1,13,14,14
527,Mousinho da Silveira,Male,16,Urban,3 or less,Together,5th - 9th,5th - 9th,services,services,other,mother,4,3,0,no,no,no,no,yes,yes,no,no,excellent,very low,normal,low,low,normal,0,10,9,10
528,Mousinho da Silveira,Female,17,Rural,4 or more,Together,5th - 9th,5th - 9th,at_home,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,excellent,very low,normal,very low,low,excellent,5,9,9,9
529,Mousinho da Silveira,Female,16,Urban,3 or less,Together,higher,higher,services,services,other,father,2,1,0,no,yes,no,no,yes,yes,no,no,excellent,very low,normal,very low,low,excellent,1,11,11,11
530,Mousinho da Silveira,Male,17,Urban,4 or more,Together,secondary,secondary,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,good,very low,high,very high,very high,normal,8,7,10,9
531,Mousinho da Silveira,Male,17,Urban,4 or more,Together,primary,primary,at_home,services,other,mother,3,2,0,no,no,no,no,yes,yes,yes,yes,excellent,very low,normal,normal,normal,very bad,0,10,10,10
532,Mousinho da Silveira,Male,16,Urban,4 or more,Together,5th - 9th,primary,health,services,other,mother,2,2,0,no,no,no,no,no,yes,yes,yes,good,low,low,very low,high,excellent,2,9,7,8
533,Mousinho da Silveira,Female,16,Urban,3 or less,Together,5th - 9th,primary,other,services,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,normal,low,low,very low,very low,normal,0,14,15,16
534,Mousinho da Silveira,Male,16,Urban,3 or less,Together,higher,higher,teacher,health,other,father,1,1,0,no,yes,no,no,yes,yes,yes,no,good,very low,low,low,very high,excellent,0,11,12,12
535,Mousinho da Silveira,Male,15,Rural,4 or more,Together,primary,5th - 9th,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,excellent,very high,very high,very low,normal,excellent,11,9,11,10
536,Mousinho da Silveira,Male,15,Urban,3 or less,Apart,5th - 9th,5th - 9th,other,other,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,no,no,excellent,high,very high,low,normal,excellent,8,13,14,14
537,Mousinho da Silveira,Male,15,Urban,3 or less,Apart,5th - 9th,primary,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,good,normal,normal,very low,low,excellent,11,12,13,12
538,Mousinho da Silveira,Female,16,Rural,3 or less,Together,5th - 9th,5th - 9th,other,other,course,mother,1,3,0,no,yes,no,no,no,yes,no,yes,good,normal,normal,low,low,excellent,2,11,11,11
539,Mousinho da Silveira,Female,16,Urban,3 or less,Together,higher,primary,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,very bad,low,high,low,low,very bad,8,9,10,10
540,Mousinho da Silveira,Female,17,Urban,4 or more,Together,secondary,5th - 9th,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,no,yes,good,normal,normal,low,low,very bad,5,9,11,11
541,Mousinho da Silveira,Female,17,Rural,4 or more,Together,5th - 9th,5th - 9th,other,other,other,mother,2,2,0,yes,no,yes,no,yes,yes,no,no,excellent,very low,normal,very low,very low,excellent,0,11,9,11
542,Mousinho da Silveira,Female,16,Urban,4 or more,Together,higher,higher,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,excellent,normal,very high,very low,high,excellent,1,10,11,12
543,Mousinho da Silveira,Male,17,Rural,4 or more,Together,higher,higher,health,other,course,father,3,1,3,no,no,no,yes,yes,yes,yes,yes,normal,normal,normal,very low,normal,excellent,2,9,9,8
544,Mousinho da Silveira,Male,17,Rural,3 or less,Together,primary,secondary,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,no,yes,excellent,very low,low,normal,normal,excellent,2,12,11,12
545,Mousinho da Silveira,Male,17,Urban,4 or more,Together,secondary,higher,services,other,other,mother,1,2,1,no,yes,no,yes,no,yes,yes,yes,excellent,high,high,normal,high,excellent,8,8,9,8
546,Mousinho da Silveira,Female,17,Urban,4 or more,Together,higher,higher,health,health,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,excellent,low,very high,very low,very low,excellent,0,13,15,16
547,Mousinho da Silveira,Male,16,Rural,3 or less,Together,higher,primary,other,at_home,other,father,1,1,0,no,no,no,no,yes,yes,yes,no,good,very low,low,low,very low,bad,0,10,11,11
548,Mousinho da Silveira,Female,17,Urban,4 or more,Apart,primary,primary,at_home,at_home,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,good,very high,very high,very low,low,normal,2,11,10,11
549,Mousinho da Silveira,Female,17,Rural,4 or more,Together,higher,5th - 9th,other,other,course,mother,2,2,0,yes,yes,no,no,no,yes,yes,no,good,normal,normal,low,normal,excellent,0,17,18,18
550,Mousinho da Silveira,Male,16,Urban,3 or less,Apart,5th - 9th,5th - 9th,other,services,course,father,2,2,0,no,yes,no,no,no,yes,yes,yes,good,very low,low,low,low,excellent,0,12,13,13
551,Mousinho da Silveira,Male,17,Urban,4 or more,Together,secondary,5th - 9th,other,other,other,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,good,very low,low,low,low,very bad,0,13,14,13
552,Mousinho da Silveira,Male,19,Urban,4 or more,Together,primary,primary,other,other,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,good,high,normal,normal,high,good,2,9,9,10
553,Mousinho da Silveira,Male,17,Urban,3 or less,Apart,primary,None,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,good,very low,low,very low,very low,excellent,4,11,11,12
554,Mousinho da Silveira,Female,17,Rural,4 or more,Together,primary,primary,at_home,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,normal,very high,very high,low,low,good,3,10,11,10
